embedding_model,corpus,query_id,difficulty,category,query,relevant_functions,top_1_function,top_5_functions,top_10_functions,first_relevant_rank,reciprocal_rank
qwen3-0.6b,raw,q_0925,difficult,reasoning,"If initialises squares between pieces attacks changes, what relationship with uses bitwise operations calculate number rook attacks iterating over all would need review?","[""include/inline_functions.h::getRookAttacks::66"", ""src/init.cpp::initialiseSquaresBetween::400""]",include/inline_functions.h::getRookAttacks::66,"[""include/inline_functions.h::getRookAttacks::66"", ""src/init.cpp::rookAttacksOnTheFly::241"", ""include/inline_functions.h::getRookXrayAttacks::74"", ""src/init.cpp::maskRookMoves::198"", ""src/init.cpp::initialiseSquaresBetween::400""]","[""include/inline_functions.h::getRookAttacks::66"", ""src/init.cpp::rookAttacksOnTheFly::241"", ""include/inline_functions.h::getRookXrayAttacks::74"", ""src/init.cpp::maskRookMoves::198"", ""src/init.cpp::initialiseSquaresBetween::400"", ""include/inline_functions.h::getQueenAttacks::80"", ""src/init.cpp::maskPawnAttacks::123"", ""include/inline_functions.h::getBishopXrayAttacks::60"", ""src/search/see.cpp::see::14"", ""include/inline_functions.h::getBishopAttacks::52""]",1,1.0
qwen3-0.6b,raw,q_0926,difficult,state_transition,How does the code move from initializes log chess engine operations enabling disabling logging to a resulting state while preserving context?,"[""src/logger/logger.h::Logger::Logger::40""]",src/logger/logger.cpp::isLoggingEnabled::46,"[""src/logger/logger.cpp::isLoggingEnabled::46"", ""src/logger/logger.h::Logger::Logger::40"", ""debug_tests/game_scenario.cpp::Test::Debug::gameScenario::21"", ""src/UCI.cpp::handleUci::31"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71""]","[""src/logger/logger.cpp::isLoggingEnabled::46"", ""src/logger/logger.h::Logger::Logger::40"", ""debug_tests/game_scenario.cpp::Test::Debug::gameScenario::21"", ""src/UCI.cpp::handleUci::31"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""include/types.h::UndoInfo::UndoInfo::41"", ""include/types.h::UndoInfo::UndoInfo::44"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/UCI.cpp::resetGameVariables::26""]",2,0.5
qwen3-0.6b,raw,q_0927,difficult,reasoning,What design responsibility is shared by initializes sliding attacks tables iterates over all squares applies bitwise and initializes evaluation masks moves setting bitmasks target adjacent squares stored?,"[""src/init.cpp::maskBishopMoves::182"", ""src/init.cpp::initSliderAttacks::291""]",src/init.cpp::initAll::428,"[""src/init.cpp::initAll::428"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::maskPawnAttacks::123"", ""src/init.cpp::initSliderAttacks::291"", ""include/inline_functions.h::getBishopAttacks::52""]","[""src/init.cpp::initAll::428"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::maskPawnAttacks::123"", ""src/init.cpp::initSliderAttacks::291"", ""include/inline_functions.h::getBishopAttacks::52"", ""src/search/see.cpp::see::14"", ""src/init.cpp::bishopAttacksOnTheFly::213"", ""include/inline_functions.h::getBishopXrayAttacks::60"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/init.cpp::initialiseSquaresBetween::400""]",4,0.25
qwen3-0.6b,raw,q_0928,difficult,multi_hop,Which intermediate transformation links mirrors chess representation evaluates both white black pieces checks mismatches with flips vertical orientation bitboards inverting start end positions each across the call path?,"[""debug_tests/evaluation_tests.cpp::mirrorBitboards::27"", ""include/board.h::Board::Board::33"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54""]",debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54,"[""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/evaluation_tests.cpp::mirrorBitboards::27"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/misc.cpp::printBitBoard::27""]","[""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/evaluation_tests.cpp::mirrorBitboards::27"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/misc.cpp::printBitBoard::27"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::flip::17"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/eval/evaluation.cpp::evaluate::35""]",1,1.0
qwen3-0.6b,raw,q_0929,moderate,data_flow,Where does information from generates ordered list moves scores each prints them along corresponding go before it is consumed?,"[""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50""]",debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50,"[""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/misc.cpp::printMovesList::122"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36""]","[""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/misc.cpp::printMovesList::122"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""src/movegen/movegen.h::addMove::12""]",1,1.0
qwen3-0.6b,raw,q_0930,difficult,state_transition,What state is established while the system performs takes integer representing chess input bitmask represents all possible knight?,"[""src/init.cpp::maskKnightMoves::142""]",debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39,"[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::maskKnightMoves::142"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39""]","[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::maskKnightMoves::142"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/init.cpp::maskKingMoves::162"", ""src/init.cpp::setOccupancies::269"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""include/inline_functions.h::getBishopAttacks::52"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36""]",3,0.3333333333333333
qwen3-0.6b,raw,q_0931,difficult,state_transition,How is the result of initializes evaluation tables chess pieces squares flipping white match endianness reflected in the next state?,"[""src/eval/evaluation.cpp::init_tables::22""]",src/eval/evaluation.cpp::init_tables::22,"[""src/eval/evaluation.cpp::init_tables::22"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/eval/evaluation.cpp::flip::17"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/eval/evaluation.cpp::evaluate::35""]","[""src/eval/evaluation.cpp::init_tables::22"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/eval/evaluation.cpp::flip::17"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/evaluation_tests.cpp::mirrorBitboards::27"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/evaluation_tests.cpp::swapColours::33"", ""src/init.cpp::initEvaluationMasks::358""]",1,1.0
qwen3-0.6b,raw,q_0932,moderate,data_flow,How does initialises squares between pieces attacks become the resulting state across the code?,"[""src/init.cpp::initialiseSquaresBetween::400""]",src/init.cpp::initialiseSquaresBetween::400,"[""src/init.cpp::initialiseSquaresBetween::400"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initialiseLine::416"", ""src/init.cpp::maskPawnAttacks::123"", ""src/search/see.cpp::see::14""]","[""src/init.cpp::initialiseSquaresBetween::400"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initialiseLine::416"", ""src/init.cpp::maskPawnAttacks::123"", ""src/search/see.cpp::see::14"", ""include/inline_functions.h::getQueenAttacks::80"", ""src/init.cpp::initAll::428"", ""src/init.cpp::initSliderAttacks::291"", ""include/inline_functions.h::getBishopAttacks::52"", ""src/search/see.cpp::see::14""]",1,1.0
qwen3-0.6b,raw,q_0933,difficult,state_transition,How is the result of sets chess engine initializing libraries starting allocates memory structures performs reflected in the next state?,"[""src/main.cpp::main::10""]",src/init.cpp::initAll::428,"[""src/init.cpp::initAll::428"", ""src/eval/evaluation.cpp::init_tables::22"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/search/search.cpp::initSearchTables::54""]","[""src/init.cpp::initAll::428"", ""src/eval/evaluation.cpp::init_tables::22"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/search/search.cpp::initSearchTables::54"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""src/main.cpp::main::10"", ""src/init.cpp::setOccupancies::269"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/UCI.cpp::handleUci::31""]",7,0.14285714285714285
qwen3-0.6b,raw,q_0934,difficult,state_transition,"If state from an earlier operation persists, what should I trace around class represent chess takes two parameters which integers representing starting?","[""include/move.h::Move::Move::31""]",include/types.h::UndoInfo::UndoInfo::44,"[""include/types.h::UndoInfo::UndoInfo::44"", ""include/types.h::UndoInfo::UndoInfo::41"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/misc.cpp::algebraicNotation::88"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54""]","[""include/types.h::UndoInfo::UndoInfo::44"", ""include/types.h::UndoInfo::UndoInfo::41"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/misc.cpp::algebraicNotation::88"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/search/see.cpp::see::14"", ""benchmark_tests/benchmark_tests.h::Test::BenchMark::Puzzle::Puzzle::25"", ""benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29"", ""debug_tests/game_scenario.cpp::Test::Debug::gameScenario::21"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71""]",,0.0
qwen3-0.6b,raw,q_0935,moderate,data_flow,How does takes integer representing chess input bitmask represents all possible knight become the resulting state across the code?,"[""src/init.cpp::maskKnightMoves::142""]",debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39,"[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/init.cpp::maskKnightMoves::142"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/init.cpp::maskKingMoves::162""]","[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/init.cpp::maskKnightMoves::142"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/init.cpp::maskKingMoves::162"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/init.cpp::maskPawnAttacks::123"", ""src/init.cpp::setOccupancies::269"", ""src/init.cpp::maskBishopMoves::182"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54""]",2,0.5
qwen3-0.6b,raw,q_0936,easy,functionality,Where should I start looking to understand sets look mate table which calculate expected moves game also?,"[""src/search/search.cpp::initSearchTables::54""]",benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29,"[""benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29"", ""src/search/search.cpp::initSearchTables::54"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""src/eval/evaluation.cpp::init_tables::22"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20""]","[""benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29"", ""src/search/search.cpp::initSearchTables::54"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""src/eval/evaluation.cpp::init_tables::22"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/misc.cpp::algebraicNotation::88"", ""src/UCI.cpp::handleUci::31"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/hashtable.cpp::probeHash::81""]",2,0.5
qwen3-0.6b,raw,q_0937,difficult,cross_function,What interaction connects creates unique hash key chess position combining different pieces positions with pop least significant bit integer during execution?,"[""include/inline_functions.h::pop_lsb::36"", ""src/hashtable.cpp::generateHashKey::26""]",src/hashtable.cpp::generateHashKey::26,"[""src/hashtable.cpp::generateHashKey::26"", ""src/hashtable.cpp::recordHash::114"", ""src/hashtable.cpp::probeHash::81"", ""src/hashtable.cpp::probeHash::81"", ""src/init.cpp::initRandomKeys::322""]","[""src/hashtable.cpp::generateHashKey::26"", ""src/hashtable.cpp::recordHash::114"", ""src/hashtable.cpp::probeHash::81"", ""src/hashtable.cpp::probeHash::81"", ""src/init.cpp::initRandomKeys::322"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""src/eval/evaluation.cpp::evaluate::35""]",1,1.0
qwen3-0.6b,raw,q_0938,moderate,data_flow,How is the outcome of takes integer representing chess input bitmask represents all possible knight carried into later processing?,"[""src/init.cpp::maskKnightMoves::142""]",debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39,"[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::maskKnightMoves::142"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/init.cpp::maskKingMoves::162""]","[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::maskKnightMoves::142"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/init.cpp::maskKingMoves::162"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::maskPawnAttacks::123"", ""src/init.cpp::setOccupancies::269"", ""include/inline_functions.h::getBishopAttacks::52""]",3,0.3333333333333333
qwen3-0.6b,raw,q_0939,easy,functionality,What implementation area explains the behaviour described as generates attack bitboard each looping through all possible rows columns?,"[""src/init.cpp::rookAttacksOnTheFly::241""]",src/init.cpp::rookAttacksOnTheFly::241,"[""src/init.cpp::rookAttacksOnTheFly::241"", ""src/init.cpp::bishopAttacksOnTheFly::213"", ""include/inline_functions.h::getBishopXrayAttacks::60"", ""include/inline_functions.h::getBishopAttacks::52"", ""include/inline_functions.h::getRookXrayAttacks::74""]","[""src/init.cpp::rookAttacksOnTheFly::241"", ""src/init.cpp::bishopAttacksOnTheFly::213"", ""include/inline_functions.h::getBishopXrayAttacks::60"", ""include/inline_functions.h::getBishopAttacks::52"", ""include/inline_functions.h::getRookXrayAttacks::74"", ""include/inline_functions.h::getRookAttacks::66"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""include/inline_functions.h::getQueenAttacks::80"", ""src/search/see.cpp::see::14"", ""src/init.cpp::maskPawnAttacks::123""]",1,1.0
qwen3-0.6b,raw,q_0940,moderate,data_flow,What should I trace to see where the information from iterates through all squares counts number unique knight moves also is consumed?,"[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39""]",debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39,"[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::maskKnightMoves::142"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67""]","[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::maskKnightMoves::142"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::maskKingMoves::162"", ""include/inline_functions.h::getQueenAttacks::80"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94"", ""src/init.cpp::maskBishopMoves::182""]",1,1.0
qwen3-0.6b,raw,q_0941,easy,functionality,Where should I start looking to understand calculates number squares between two positions chess considering type whether?,"[""src/init.cpp::bishopAttacksOnTheFly::213""]",src/init.cpp::initialiseSquaresBetween::400,"[""src/init.cpp::initialiseSquaresBetween::400"", ""src/init.cpp::diagonal_of::394"", ""src/init.cpp::anti_diagonal_of::397"", ""src/eval/evaluation.cpp::flip::17"", ""include/inline_functions.h::getQueenAttacks::80""]","[""src/init.cpp::initialiseSquaresBetween::400"", ""src/init.cpp::diagonal_of::394"", ""src/init.cpp::anti_diagonal_of::397"", ""src/eval/evaluation.cpp::flip::17"", ""include/inline_functions.h::getQueenAttacks::80"", ""include/inline_functions.h::getBishopAttacks::52"", ""benchmark_tests/puzzle_tests.cpp::Test::BenchMark::matingPuzzles::29"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""include/inline_functions.h::getBishopXrayAttacks::60""]",,0.0
qwen3-0.6b,raw,q_0942,moderate,control_flow,What branch determines the next step after splitting allows easy extraction individual patterns within larger text can?,"[""benchmark_tests/perft_tests.cpp::split::21""]",benchmark_tests/perft_tests.cpp::split::21,"[""benchmark_tests/perft_tests.cpp::split::21"", ""src/misc.cpp::split::164"", ""src/UCI.cpp::handleUci::31"", ""src/UCI.cpp::handlePosition::122"", ""src/hashtable.cpp::probeHash::81""]","[""benchmark_tests/perft_tests.cpp::split::21"", ""src/misc.cpp::split::164"", ""src/UCI.cpp::handleUci::31"", ""src/UCI.cpp::handlePosition::122"", ""src/hashtable.cpp::probeHash::81"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""src/UCI.cpp::UCI::238"", ""src/UCI.cpp::handlePosition::122"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71""]",1,1.0
qwen3-0.6b,raw,q_0943,easy,input_output,What transformation is associated with iterates through all squares counts number unique knight moves also before a result is returned?,"[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39""]",debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39,"[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/init.cpp::maskKnightMoves::142"", ""src/init.cpp::maskKingMoves::162""]","[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/init.cpp::maskKnightMoves::142"", ""src/init.cpp::maskKingMoves::162"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::maskBishopMoves::182"", ""include/inline_functions.h::getQueenAttacks::80"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36""]",1,1.0
qwen3-0.6b,raw,q_0944,easy,input_output,How does the system turn struct store manage undo information chess contains fields such castle into an outcome used elsewhere?,"[""include/types.h::UndoInfo::UndoInfo::44""]",include/types.h::UndoInfo::UndoInfo::41,"[""include/types.h::UndoInfo::UndoInfo::41"", ""include/types.h::UndoInfo::UndoInfo::44"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54""]","[""include/types.h::UndoInfo::UndoInfo::41"", ""include/types.h::UndoInfo::UndoInfo::44"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/misc.cpp::algebraicNotation::88"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/hashtable.cpp::recordHash::114"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50""]",2,0.5
qwen3-0.6b,raw,q_0945,difficult,state_transition,How is the result of iterates through all squares counts number unique knight moves also reflected in the next state?,"[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39""]",debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39,"[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::maskKnightMoves::142"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/eval/evaluation.cpp::evaluate::35""]","[""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::maskKnightMoves::142"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::maskKingMoves::162"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/search/see.cpp::see::14"", ""include/inline_functions.h::getQueenAttacks::80"", ""src/init.cpp::maskBishopMoves::182""]",1,1.0
qwen3-0.6b,raw,q_0946,moderate,data_flow,How does successfully verifies check valid but fails invalid one become the resulting state across the code?,"[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27""]",debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27,"[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/evaluation_tests.cpp::flipVertical::16"", ""src/search/see.cpp::see::14""]","[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/evaluation_tests.cpp::flipVertical::16"", ""src/search/see.cpp::see::14"", ""src/search/see.cpp::see::14"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67""]",1,1.0
qwen3-0.6b,raw,q_0947,moderate,control_flow,What condition changes the execution path for prints bitboard human readable format takes two arguments which printed?,"[""src/misc.cpp::printBitBoard::27""]",src/misc.cpp::printBitBoard::27,"[""src/misc.cpp::printBitBoard::27"", ""src/misc.cpp::printMove::81"", ""src/misc.cpp::printMovesList::122"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27""]","[""src/misc.cpp::printBitBoard::27"", ""src/misc.cpp::printMove::81"", ""src/misc.cpp::printMovesList::122"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/UCI.cpp::handleUci::31"", ""debug_tests/evaluation_tests.cpp::mirrorBitboards::27"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36""]",1,1.0
qwen3-0.6b,raw,q_0948,easy,functionality,Where should I start looking to understand performs bitwise operations extract information input number uses predefined magic?,"[""include/inline_functions.h::bsf::31""]",include/inline_functions.h::bsf::31,"[""include/inline_functions.h::bsf::31"", ""include/inline_functions.h::pop_lsb::36"", ""include/inline_functions.h::countBits::9"", ""src/eval/evaluation.cpp::flip::17"", ""debug_tests/evaluation_tests.cpp::flipVertical::16""]","[""include/inline_functions.h::bsf::31"", ""include/inline_functions.h::pop_lsb::36"", ""include/inline_functions.h::countBits::9"", ""src/eval/evaluation.cpp::flip::17"", ""debug_tests/evaluation_tests.cpp::flipVertical::16"", ""include/inline_functions.h::shiftLeft::43"", ""include/inline_functions.h::shiftRight::47"", ""src/init.cpp::setOccupancies::269"", ""src/misc.cpp::printBitBoard::27"", ""src/init.cpp::maskPawnAttacks::123""]",1,1.0
qwen3-0.6b,raw,q_0949,difficult,cross_function,Which implementation boundary should I follow between handles user input such moves positions processes them accordingly uses and class represents possible moves chess has methods generate all legal?,"[""include/move.h::Move::Move::27"", ""src/UCI.cpp::handlePosition::122""]",benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36,"[""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::UCI::238"", ""src/misc.cpp::parseMove::135"", ""src/UCI.cpp::handlePosition::122""]","[""benchmark_tests/perft_tests.cpp::Test::BenchMark::perftDriver::36"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::UCI::238"", ""src/misc.cpp::parseMove::135"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/misc.cpp::algebraicNotation::88"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67""]",2,0.5
